Sale_Code,Item_number,Product,Year_Ori,Month_Ori,Year,Month,Item_Type,Sales,Sector,Hotel,Residence,Property,Growth_old,Growth
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,3384.77,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-99,-9.9
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,3534.1,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,4,0.4
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-89,-8.9
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,97,9.7
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,61,6.1
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,29,2.9
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-32,-3.2
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,96,9.6
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-23,-2.3
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-60,-6
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,89,8.9
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,39,3.9
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-4,-0.4
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-3,-0.3
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-17,-1.7
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-30,-3
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,26,2.6
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,22,2.2
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-10,-1
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-22,-2.2
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-77,-7.7
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-62,-6.2
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,83,8.3
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-76,-7.6
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,63,6.3
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,64,6.4
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,51,5.1
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4019.41,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-16,-1.6
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4069.19,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,17,1.7
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4069.19,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,5,0.5
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4106.52,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-36,-3.6
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,63,6.3
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,53,5.3
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-4,-0.4
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,10,1
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-21,-2.1
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,61,6.1
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,14,1.4
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,25,2.5
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,-2,-0.2
805,CG02 CANE,Carpet,2014,Oct,2014,OCT,Material,4230.96,Hospitality,Orchard Hotel Singapore,,ORCHARD HOTEL SINGAPORE,13,1.3
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,614.4,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,69,6.9
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1113.6,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-12,-1.2
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1152,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-97,-9.7
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1152,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-75,-7.5
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1152,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-88,-8.8
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1190.4,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,29,2.9
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1190.4,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,62,6.2
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1344,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-67,-6.7
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1440,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,80,8
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1459.2,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,29,2.9
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1459.2,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,54,5.4
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1536,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-29,-2.9
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1574.4,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,72,7.2
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1824,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,51,5.1
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1824,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,52,5.2
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1824,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-86,-8.6
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1862.4,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,76,7.6
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1862.4,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-30,-3
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,1977.6,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,97,9.7
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,2112,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,60,6
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,2112,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,75,7.5
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,2112,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-51,-5.1
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,2112,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-7,-0.7
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,2112,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,61,6.1
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,2112,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-4,-0.4
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,3340.8,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-73,-7.3
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,4492.8,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-28,-2.8
760,CG02 CANE,Carpet,2015,Sep,2015,SEP,Material,5433.6,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-34,-3.4
732,CG02 CANE,Carpet,2016,Mar,2016,MAR,Material,1981.2,Residential,,BELLE VUE RESIDENCES,BELLE VUE RESIDENCES,11,1.1
732,CG02 CANE,Carpet,2016,Mar,2016,MAR,Material,2235.2,Residential,,BELLE VUE RESIDENCES,BELLE VUE RESIDENCES,-31,-3.1
732,CG02 CANE,Carpet,2016,Mar,2016,MAR,Material,2590.8,Residential,,BELLE VUE RESIDENCES,BELLE VUE RESIDENCES,37,3.7
938,CG02 CANE,Carpet,2016,Sep,2016,SEP,Material,249.5,Residential,,ROBIN RESIDENCES,ROBIN RESIDENCES,-25,-2.5
940,CG03 NATURAL,Carpet,2011,Aug,2011,AUG,Material,1418.04,Hospitality,Copthorne King Hotel Singapore,,COPTHORNE KING HOTEL SINGAPORE,-12,-1.2
940,CG03 NATURAL,Carpet,2011,Aug,2011,AUG,Material,3899.61,Hospitality,Copthorne King Hotel Singapore,,COPTHORNE KING HOTEL SINGAPORE,-12,-1.2
916,CG03 NATURAL,Carpet,2011,Jan,2011,JAN,Material,255,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,83,8.3
916,CG03 NATURAL,Carpet,2011,Jan,2011,JAN,Material,1495,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-53,-5.3
815,CG03 NATURAL,Carpet,2011,Jul,2011,JUL,Material,950.46,Residential,,INTERNATIONAL PLAZA,INTERNATIONAL PLAZA,52,5.2
815,CG03 NATURAL,Carpet,2011,Jul,2011,JUL,Material,4415.04,Residential,,INTERNATIONAL PLAZA,INTERNATIONAL PLAZA,67,6.7
939,CG03 NATURAL,Carpet,2013,Jul,2013,JUL,Material,4392,Hospitality,Dorsett Singapore,,DORSETT SINGAPORE,-49,-4.9
940,CG03 NATURAL,Carpet,2013,Mar,2013,MAR,Material,621,Hospitality,Copthorne King Hotel Singapore,,COPTHORNE KING HOTEL SINGAPORE,-84,-8.4
940,CG03 NATURAL,Carpet,2013,Mar,2013,MAR,Material,2944,Hospitality,Copthorne King Hotel Singapore,,COPTHORNE KING HOTEL SINGAPORE,-55,-5.5
705,CG03 NATURAL,Carpet,2016,Feb,2016,FEB,Material,129.8,Hospitality,Changi Cove,,CHANGI COVE,63,6.3
705,CG03 NATURAL,Carpet,2016,Feb,2016,FEB,Material,2284.48,Hospitality,Changi Cove,,CHANGI COVE,0,0
758,CG03 NATURAL,Carpet,2016,May,2016,MAY,Material,1983.98,Residential,,COSTA RHU,COSTA RHU,88,8.8
913,CG04 ROCKY,Carpet,2011,Sep,2011,SEP,Material,4448,Hospitality,Quality Hotel Marlow,,QUALITY HOTEL MARLOW,21,2.1
721,CG04 ROCKY,Carpet,2012,Aug,2012,AUG,Material,1100,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-75,-7.5
721,CG04 ROCKY,Carpet,2012,Aug,2012,AUG,Material,2200,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-30,-3
721,CG04 ROCKY,Carpet,2012,Aug,2012,AUG,Material,3300,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-69,-6.9
721,CG04 ROCKY,Carpet,2012,Aug,2012,AUG,Material,3300,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,29,2.9
721,CG04 ROCKY,Carpet,2012,Aug,2012,AUG,Material,3300,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-59,-5.9
721,CG04 ROCKY,Carpet,2012,Aug,2012,AUG,Material,3300,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,22,2.2
721,CG04 ROCKY,Carpet,2012,Dec,2012,DEC,Material,3850,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-71,-7.1
721,CG04 ROCKY,Carpet,2012,Jun,2012,JUN,Material,6820,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-17,-1.7
721,CG04 ROCKY,Carpet,2012,Jun,2012,JUN,Material,6930,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,100,10
721,CG04 ROCKY,Carpet,2012,Sep,2012,SEP,Material,132,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,79,7.9
721,CG04 ROCKY,Carpet,2012,Sep,2012,SEP,Material,638,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,14,1.4
721,CG04 ROCKY,Carpet,2012,Sep,2012,SEP,Material,990,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-63,-6.3
721,CG04 ROCKY,Carpet,2012,Sep,2012,SEP,Material,1540,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,26,2.6
815,CG04 ROCKY,Carpet,2013,Apr,2013,APR,Material,1988.8,Residential,,INTERNATIONAL PLAZA,INTERNATIONAL PLAZA,85,8.5
815,CG04 ROCKY,Carpet,2013,Apr,2013,APR,Material,4068,Residential,,INTERNATIONAL PLAZA,INTERNATIONAL PLAZA,-55,-5.5
721,CG04 ROCKY,Carpet,2013,Feb,2013,FEB,Material,7920,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,1,0.1
721,CG04 ROCKY,Carpet,2013,Nov,2013,NOV,Material,2400,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,71,7.1
721,CG04 ROCKY,Carpet,2013,Nov,2013,NOV,Material,2400,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,17,1.7
721,CG04 ROCKY,Carpet,2014,Jul,2014,JUL,Material,550,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,83,8.3
721,CG04 ROCKY,Carpet,2014,Jul,2014,JUL,Material,1402.5,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-39,-3.9
721,CG04 ROCKY,Carpet,2014,Jun,2014,JUN,Material,964.59,Residential,,ASPEN HEIGHTS,ASPEN HEIGHTS,82,8.2
704,CG04 ROCKY,Carpet,2015,Dec,2015,DEC,Material,630,Hospitality,Crowne Plaza Changi Airport,,CROWNE PLAZA CHANGI AIRPORT,-84,-8.4
805,CG04 ROCKY,Carpet,2015,Dec,2015,DEC,Material,2244,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-59,-5.9
760,CG04 ROCKY,Carpet,2015,Oct,2015,OCT,Material,264,Residential,,LEVILLE ISUITES,LEVILLE ISUITES,-37,-3.7
760,CG04 ROCKY,Carpet,2015,Sep,2015,SEP,Material,12441.6,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,-7,-0.7
760,CG04 ROCKY,Carpet,2016,Apr,2016,APR,Material,1960,Hospitality,Furama Riverfront Singapore,,FURAMA RIVERFRONT SINGAPORE,53,5.3
805,CG04 ROCKY,Carpet,2016,Jun,2016,JUN,Material,9849.6,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",43,4.3
805,CG04 ROCKY,Carpet,2016,Oct,2016,OCT,Material,1425.6,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-15,-1.5
940,CG05 DUSKY,Carpet,2011,Aug,2011,AUG,Material,1433.85,Hospitality,Copthorne King Hotel Singapore,,COPTHORNE KING HOTEL SINGAPORE,51,5.1
940,CG05 DUSKY,Carpet,2011,Aug,2011,AUG,Material,2127.14,Hospitality,Copthorne King Hotel Singapore,,COPTHORNE KING HOTEL SINGAPORE,-98,-9.8
940,CG05 DUSKY,Carpet,2011,Aug,2011,AUG,Material,6943.41,Hospitality,Copthorne King Hotel Singapore,,COPTHORNE KING HOTEL SINGAPORE,7,0.7
888,CG05 DUSKY,Carpet,2011,Dec,2011,DEC,Material,3309.18,Residential,,BALMORAL PLAZA,BALMORAL PLAZA,6,0.6
940,CG05 DUSKY,Carpet,2011,Mar,2011,MAR,Material,4623.08,Hospitality,Novotel Singapore Clarke Quay,,NOVOTEL SINGAPORE CLARKE QUAY,90,9
955,CG05 DUSKY,Carpet,2011,May,2011,MAY,Material,7976.31,Hospitality,Goodwood Park Hotel,,GOODWOOD PARK HOTEL,0,0
805,CG05 DUSKY,Carpet,2011,Sep,2011,SEP,Material,630.4,Hospitality,Park Hotel Clarke Quay,,PARK HOTEL CLARKE QUAY,44,4.4
731,CG05 DUSKY,Carpet,2012,Dec,2012,DEC,Material,605.2,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,-34,-3.4
976,CG05 DUSKY,Carpet,2012,Dec,2012,DEC,Material,973.56,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,73,7.3
805,CG05 DUSKY,Carpet,2013,Dec,2013,DEC,Material,638.4,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-79,-7.9
805,CG05 DUSKY,Carpet,2013,Dec,2013,DEC,Material,21067.2,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-62,-6.2
713,CG05 DUSKY,Carpet,2013,Jul,2013,JUL,Material,132.4,Hospitality,Hotel Kai,,HOTEL KAI,90,9
732,CG05 DUSKY,Carpet,2013,Mar,2013,MAR,Material,279.2,Residential,,THE SEA VIEW,THE SEA VIEW,-32,-3.2
805,CG05 DUSKY,Carpet,2014,Dec,2014,DEC,Material,159.6,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",77,7.7
805,CG05 DUSKY,Carpet,2014,Dec,2014,DEC,Material,1276.8,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",29,2.9
805,CG05 DUSKY,Carpet,2014,Dec,2014,DEC,Material,1276.8,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",9,0.9
805,CG05 DUSKY,Carpet,2014,Jun,2014,JUN,Material,4851.2,Hospitality,Hotel Jen Orchardgateway Singapore,,HOTEL JEN ORCHARDGATEWAY SINGAPORE,-15,-1.5
757,CG05 DUSKY,Carpet,2015,Dec,2015,DEC,Material,2024.28,Residential,,ASTOR,ASTOR,-62,-6.2
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,140.48,Hospitality,Amara Singapore,,AMARA SINGAPORE,-4,-0.4
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,156.09,Hospitality,Amara Singapore,,AMARA SINGAPORE,-96,-9.6
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,163.19,Hospitality,Amara Singapore,,AMARA SINGAPORE,-73,-7.3
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,227.04,Hospitality,Amara Singapore,,AMARA SINGAPORE,-75,-7.5
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,227.04,Hospitality,Amara Singapore,,AMARA SINGAPORE,31,3.1
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,227.04,Hospitality,Amara Singapore,,AMARA SINGAPORE,75,7.5
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,227.04,Hospitality,Amara Singapore,,AMARA SINGAPORE,70,7
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,227.04,Hospitality,Amara Singapore,,AMARA SINGAPORE,-72,-7.2
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,235.55,Hospitality,Amara Singapore,,AMARA SINGAPORE,-79,-7.9
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,255.42,Hospitality,Amara Singapore,,AMARA SINGAPORE,-51,-5.1
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,255.42,Hospitality,Amara Singapore,,AMARA SINGAPORE,-27,-2.7
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,269.61,Hospitality,Amara Singapore,,AMARA SINGAPORE,-25,-2.5
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,269.61,Hospitality,Amara Singapore,,AMARA SINGAPORE,-18,-1.8
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,269.61,Hospitality,Amara Singapore,,AMARA SINGAPORE,27,2.7
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,269.61,Hospitality,Amara Singapore,,AMARA SINGAPORE,85,8.5
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,269.61,Hospitality,Amara Singapore,,AMARA SINGAPORE,31,3.1
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,269.61,Hospitality,Amara Singapore,,AMARA SINGAPORE,-16,-1.6
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,269.61,Hospitality,Amara Singapore,,AMARA SINGAPORE,-73,-7.3
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,16,1.6
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,24,2.4
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,-19,-1.9
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,100,10
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,79,7.9
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,73,7.3
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,-58,-5.8
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,82,8.2
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,36,3.6
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,276.71,Hospitality,Amara Singapore,,AMARA SINGAPORE,79,7.9
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,312.18,Hospitality,Amara Singapore,,AMARA SINGAPORE,-96,-9.6
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,312.18,Hospitality,Amara Singapore,,AMARA SINGAPORE,65,6.5
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,332.05,Hospitality,Amara Singapore,,AMARA SINGAPORE,21,2.1
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,333.47,Hospitality,Amara Singapore,,AMARA SINGAPORE,-22,-2.2
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,333.47,Hospitality,Amara Singapore,,AMARA SINGAPORE,82,8.2
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,333.47,Hospitality,Amara Singapore,,AMARA SINGAPORE,-43,-4.3
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,333.47,Hospitality,Amara Singapore,,AMARA SINGAPORE,-93,-9.3
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,333.47,Hospitality,Amara Singapore,,AMARA SINGAPORE,17,1.7
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,333.47,Hospitality,Amara Singapore,,AMARA SINGAPORE,31,3.1
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,340.56,Hospitality,Amara Singapore,,AMARA SINGAPORE,-59,-5.9
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,340.56,Hospitality,Amara Singapore,,AMARA SINGAPORE,15,1.5
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,340.56,Hospitality,Amara Singapore,,AMARA SINGAPORE,-100,-10
805,CS01 RED,Carpet,2011,Jun,2011,JUN,Material,340.56,Hospitality,Amara Singapore,,AMARA SINGAPORE,16,1.6
