Sales_Code,Item_number,Product,Year_Ori,Month_Ori,Year,Month,Item_Type,Sales,Sector,Hotel,Residence,Property,Growth
992,nai2805,Wallcovering,2011,Jun,2011,JUN,Material,132,Residential,,THE SOVEREIGN,THE SOVEREIGN,-89
721,nai2805,Wallcovering,2011,Oct,2011,OCT,Material,247.5,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,-87
738,nai2805,Wallcovering,2012,Jul,2012,JUL,Material,504,Residential,,OLA RESIDENCES,OLA RESIDENCES,8
776,nai2805,Wallcovering,2013,Jul,2013,JUL,Material,288,Residential,,MARTIN NO 38,MARTIN NO 38,72
758,nai2805,Wallcovering,2014,Apr,2014,APR,Material,1000,Residential,,SKY@ELEVEN,SKY@ELEVEN,72
731,nai2805,Wallcovering,2014,Nov,2014,NOV,Material,210,Residential,,PARC ROSEWOOD,PARC ROSEWOOD,-62
815,nai2805,Wallcovering,2016,Apr,2016,APR,Material,1980,Residential,,SAGE,SAGE,-9
815,nai2805,Wallcovering,2016,Apr,2016,APR,Material,2970,Residential,,SAGE,SAGE,-44
760,nai2805,Wallcovering,2016,Jun,2016,JUN,Material,384,Residential,,SELETAR PARK RESIDENCE,SELETAR PARK RESIDENCE,-11
938,nai2805,Wallcovering,2016,Jun,2016,JUN,Material,507,Residential,,FORESTVILLE,FORESTVILLE,-46
938,nai3801,Wallcovering,2011,Aug,2011,AUG,Material,720,Residential,,GLENDALE PARK,GLENDALE PARK,-16
815,nai3801,Wallcovering,2011,Dec,2011,DEC,Material,594,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,91
939,nai3801,Wallcovering,2011,Jul,2011,JUL,Material,288,Residential,,SELETAR HILLS ESTATE,SELETAR HILLS ESTATE,-70
892,nai3801,Wallcovering,2011,Jul,2011,JUL,Material,1980,Residential,,THE PEAK,THE PEAK,-47
713,nai3801,Wallcovering,2011,Nov,2011,NOV,Material,342,Residential,,WATERFALL GARDENS,WATERFALL GARDENS,-38
722,nai3801,Wallcovering,2011,Nov,2011,NOV,Material,688,Residential,,NEWTON EDGE,NEWTON EDGE,-31
732,nai3801,Wallcovering,2012,Dec,2012,DEC,Material,1260,Residential,,HILLTOPS,HILLTOPS,94
713,nai3801,Wallcovering,2012,Mar,2012,MAR,Material,507,Residential,,THE GERANIUM,THE GERANIUM,27
732,nai3801,Wallcovering,2013,Apr,2013,APR,Material,132,Residential,,THE WATERINA,THE WATERINA,-30
704,nai3801,Wallcovering,2013,Feb,2013,FEB,Material,210,Residential,,PAVILION 11,PAVILION 11,-17
825,nai3801,Wallcovering,2013,Jun,2013,JUN,Material,252,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",21
825,nai3801,Wallcovering,2013,Jun,2013,JUN,Material,252,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-50
704,nai3801,Wallcovering,2014,Aug,2014,AUG,Material,430.65,Residential,,BISHOPSGATE RESIDENCES,BISHOPSGATE RESIDENCES,-95
713,nai3801,Wallcovering,2014,Aug,2014,AUG,Material,1000,Residential,,SUMMERHILL,SUMMERHILL,-77
939,nai3801,Wallcovering,2014,Jan,2014,JAN,Material,619.5,Residential,,CAMDEN PARK,CAMDEN PARK,-26
722,nai3801,Wallcovering,2014,Jan,2014,JAN,Material,619.5,Residential,,CAMDEN PARK,CAMDEN PARK,90
825,nai3801,Wallcovering,2014,Mar,2014,MAR,Material,504,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-67
825,nai3801,Wallcovering,2014,Mar,2014,MAR,Material,756,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-9
976,nai3801,Wallcovering,2014,Oct,2014,OCT,Material,1485,Residential,,CASA CAMBIO,CASA CAMBIO,-2
815,nai3801,Wallcovering,2015,Nov,2015,NOV,Material,384,Residential,,SERANGOON PARK,SERANGOON PARK,27
892,nai3802,Wallcovering,2011,Aug,2011,AUG,Material,256,Hospitality,Hotel Grand Pacific,,HOTEL GRAND PACIFIC,-79
892,nai3802,Wallcovering,2011,Aug,2011,AUG,Material,1920,Hospitality,Hotel Grand Pacific,,HOTEL GRAND PACIFIC,93
722,nai3802,Wallcovering,2012,May,2012,MAY,Material,1991,Residential,,CENTREPOINT,CENTREPOINT,-31
976,nai3802,Wallcovering,2012,Oct,2012,OCT,Material,1000,Residential,,THE BELVEDERE,THE BELVEDERE,-10
938,nai3802,Wallcovering,2013,Apr,2013,APR,Material,688,Residential,,THE SOVEREIGN,THE SOVEREIGN,80
737,nai3802,Wallcovering,2013,Dec,2013,DEC,Material,288,Residential,,SERANGOON GARDEN ESTATE,SERANGOON GARDEN ESTATE,-78
976,nai3802,Wallcovering,2013,Jun,2013,JUN,Material,1270,Residential,,THE QUINTET,THE QUINTET,-59
776,nai3802,Wallcovering,2013,May,2013,MAY,Material,508,Residential,,NV RESIDENCES,NV RESIDENCES,-41
976,nai3802,Wallcovering,2013,Sep,2013,SEP,Material,762,Residential,,CANBERRA RESIDENCES,CANBERRA RESIDENCES,-15
732,nai3802,Wallcovering,2014,Aug,2014,AUG,Material,810,Residential,,LIGHTHOUSE,LIGHTHOUSE,94
732,nai3802,Wallcovering,2014,Aug,2014,AUG,Material,1104,Residential,,THE SEA VIEW,THE SEA VIEW,-75
732,nai3802,Wallcovering,2014,Aug,2014,AUG,Material,1656,Residential,,THE SEA VIEW,THE SEA VIEW,32
761,nai3802,Wallcovering,2014,Dec,2014,DEC,Material,5.6,Residential,,FLAMINGO VALLEY,FLAMINGO VALLEY,-88
761,nai3802,Wallcovering,2014,Dec,2014,DEC,Material,148.4,Residential,,FLAMINGO VALLEY,FLAMINGO VALLEY,33
760,nai3802,Wallcovering,2014,Dec,2014,DEC,Material,210,Residential,,SUNGLADE,SUNGLADE,61
704,nai3802,Wallcovering,2014,Dec,2014,DEC,Material,874,Residential,,GILSTEAD BROOKS,GILSTEAD BROOKS,46
762,nai3802,Wallcovering,2014,Dec,2014,DEC,Material,2494,Residential,,CENTENNIA SUITES,CENTENNIA SUITES,-39
813,nai3802,Wallcovering,2014,Jul,2014,JUL,Material,384,Residential,,THE MINTON,THE MINTON,61
815,nai3802,Wallcovering,2014,Nov,2014,NOV,Material,132.3,Residential,,VISTA RESIDENCES,VISTA RESIDENCES,-57
815,nai3802,Wallcovering,2014,Nov,2014,NOV,Material,567,Residential,,VISTA RESIDENCES,VISTA RESIDENCES,95
763,nai3802,Wallcovering,2014,Nov,2014,NOV,Material,810,Residential,,WESTWOOD RESIDENCES,WESTWOOD RESIDENCES,85
763,nai3802,Wallcovering,2014,Nov,2014,NOV,Material,810,Residential,,WESTWOOD RESIDENCES,WESTWOOD RESIDENCES,-12
939,nai3803,Wallcovering,2011,Jul,2011,JUL,Material,1000,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-47
938,nai3803,Wallcovering,2011,Jun,2011,JUN,Material,133,Residential,,AALTO,AALTO,76
736,nai3803,Wallcovering,2012,Jan,2012,JAN,Material,288,Residential,,THE FLORENTINE,THE FLORENTINE,21
776,nai3803,Wallcovering,2012,Jul,2012,JUL,Material,774,Residential,,THE MAKENA,THE MAKENA,-8
940,nai3803,Wallcovering,2012,Jun,2012,JUN,Material,1995,Residential,,ORCHARD VIEW,ORCHARD VIEW,-79
722,nai3803,Wallcovering,2013,Aug,2013,AUG,Material,256,Hospitality,Shangri-La Hotel,,SHANGRI-LA HOTEL,-86
737,nai3803,Wallcovering,2013,Dec,2013,DEC,Material,320,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,5
732,nai3803,Wallcovering,2014,Aug,2014,AUG,Material,508,Residential,,THE SEA VIEW,THE SEA VIEW,18
763,nai3803,Wallcovering,2014,Dec,2014,DEC,Material,210,Residential,,THE INTERWEAVE,THE INTERWEAVE,-17
713,nai3803,Wallcovering,2014,Dec,2014,DEC,Material,688,Residential,,SOMMERVILLE GRANDEUR,SOMMERVILLE GRANDEUR,26
704,nai3803,Wallcovering,2015,Oct,2015,OCT,Material,6.6,Residential,,TERRASSE,TERRASSE,39
815,nai3803,Wallcovering,2015,Oct,2015,OCT,Material,384,Residential,,THE RAINFOREST,THE RAINFOREST,96
735,nai4601,Wallcovering,2011,Dec,2011,DEC,Material,133,Residential,,ORCHARD VIEW,ORCHARD VIEW,-4
735,nai4601,Wallcovering,2011,Dec,2011,DEC,Material,931,Residential,,ORCHARD VIEW,ORCHARD VIEW,-86
713,nai4601,Wallcovering,2011,Mar,2011,MAR,Material,384,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-76
722,nai4601,Wallcovering,2011,Nov,2011,NOV,Material,1998,Residential,,LATITUDE,LATITUDE,19
892,nai4601,Wallcovering,2012,Feb,2012,FEB,Material,508,Residential,,MARTIN PLACE RESIDENCES,MARTIN PLACE RESIDENCES,12
776,nai4601,Wallcovering,2012,Oct,2012,OCT,Material,78,Residential,,MERA SPRINGS,MERA SPRINGS,-41
776,nai4601,Wallcovering,2012,Oct,2012,OCT,Material,351,Residential,,MERA SPRINGS,MERA SPRINGS,82
707,nai4601,Wallcovering,2012,Oct,2012,OCT,Material,690,Residential,,BRADDELL VIEW,BRADDELL VIEW,26
815,nai4601,Wallcovering,2013,Aug,2013,AUG,Material,1000,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-76
825,nai4601,Wallcovering,2013,Feb,2013,FEB,Material,259.2,Hospitality,Hilton Singapore,,HILTON SINGAPORE,-25
732,nai4601,Wallcovering,2013,Mar,2013,MAR,Material,9.9,Residential,,HAIG COURT,HAIG COURT,6
763,nai4601,Wallcovering,2014,Dec,2014,DEC,Material,210,Residential,,THE INTERWEAVE,THE INTERWEAVE,-42
976,nai4601,Wallcovering,2014,Dec,2014,DEC,Material,288,Residential,,THE SOVEREIGN,THE SOVEREIGN,44
738,nai4602,Wallcovering,2011,Dec,2011,DEC,Material,254,Residential,,YISHUN EMERALD,YISHUN EMERALD,82
704,nai4602,Wallcovering,2011,Dec,2011,DEC,Material,288,Residential,,THE WATERSIDE,THE WATERSIDE,48
939,nai4602,Wallcovering,2011,Oct,2011,OCT,Material,210,Residential,,THE PEAK,THE PEAK,-28
707,nai4602,Wallcovering,2012,Aug,2012,AUG,Material,1001,Residential,,CASPIAN,CASPIAN,-60
976,nai4602,Wallcovering,2012,Jan,2012,JAN,Material,133,Residential,,THE LINEAR,THE LINEAR,-25
938,nai4602,Wallcovering,2012,Oct,2012,OCT,Material,508,Residential,,HILLCREST PARK,HILLCREST PARK,-11
732,nai4602,Wallcovering,2013,Mar,2013,MAR,Material,9.9,Residential,,HAIG COURT,HAIG COURT,-7
815,nai4602,Wallcovering,2014,Dec,2014,DEC,Material,2000,Residential,,SEVEN PALMS SENTOSA COVE,SEVEN PALMS SENTOSA COVE,52
825,nai4602,Wallcovering,2014,Jul,2014,JUL,Material,690,Residential,,THE INTERLACE,THE INTERLACE,-33
757,nai4602,Wallcovering,2015,Dec,2015,DEC,Material,262.5,Hospitality,Four Seasons Hotel,,FOUR SEASONS HOTEL,87
757,nai4602,Wallcovering,2015,Dec,2015,DEC,Material,700,Hospitality,Four Seasons Hotel,,FOUR SEASONS HOTEL,-95
938,nai4602,Wallcovering,2016,Aug,2016,AUG,Material,384,Residential,,THE TESSARINA,THE TESSARINA,81
722,nai4603,Wallcovering,2011,Apr,2011,APR,Material,384,Residential,,SELETAR HILLS ESTATE,SELETAR HILLS ESTATE,69
713,nai4603,Wallcovering,2011,Feb,2011,FEB,Material,690,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-90
939,nai4603,Wallcovering,2011,Jul,2011,JUL,Material,210,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,66
707,nai4603,Wallcovering,2011,Mar,2011,MAR,Material,280,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-38
712,nai4603,Wallcovering,2011,May,2011,MAY,Material,1001,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-7
939,nai4603,Wallcovering,2011,Nov,2011,NOV,Material,814,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,47
704,nai4603,Wallcovering,2012,Sep,2012,SEP,Material,408,Residential,,CASPIAN,CASPIAN,-27
776,nai4603,Wallcovering,2013,Jan,2013,JAN,Material,141,Residential,,ARDMORE PARK,ARDMORE PARK,-94
776,nai4603,Wallcovering,2013,Jan,2013,JAN,Material,1128,Residential,,ARDMORE PARK,ARDMORE PARK,50
713,nai4603,Wallcovering,2013,Jul,2013,JUL,Material,264,Hospitality,Hotel Kai,,HOTEL KAI,-8
713,nai4603,Wallcovering,2013,Jul,2013,JUL,Material,480,Hospitality,Hotel Kai,,HOTEL KAI,20
713,nai4603,Wallcovering,2013,Jul,2013,JUL,Material,3600,Hospitality,Hotel Kai,,HOTEL KAI,50
732,nai4603,Wallcovering,2013,Mar,2013,MAR,Material,9.9,Residential,,HAIG COURT,HAIG COURT,44
732,nai4603,Wallcovering,2014,Feb,2014,FEB,Material,134,Residential,,ESPARINA RESIDENCES,ESPARINA RESIDENCES,-52
939,nai4603,Wallcovering,2014,Feb,2014,FEB,Material,2000,Residential,,CAMDEN PARK,CAMDEN PARK,6
939,nai4603,Wallcovering,2014,Feb,2014,FEB,Material,2000,Residential,,CAMDEN PARK,CAMDEN PARK,72
939,nai4603,Wallcovering,2016,Jan,2016,JAN,Material,510,Residential,,BARTLEY RESIDENCES,BARTLEY RESIDENCES,10
758,nai4603,Wallcovering,2016,Sep,2016,SEP,Material,288,Residential,,THOMSON THREE,THOMSON THREE,9
758,nai4603,Wallcovering,2016,Sep,2016,SEP,Material,480,Residential,,THOMSON THREE,THOMSON THREE,-90
722,nai4604,Wallcovering,2011,Feb,2011,FEB,Material,288,Residential,,FONTAINE PARRY,FONTAINE PARRY,-85
722,nai4604,Wallcovering,2011,Feb,2011,FEB,Material,540,Residential,,FONTAINE PARRY,FONTAINE PARRY,82
805,nai4604,Wallcovering,2011,Jun,2011,JUN,Material,267.3,Hospitality,M Hotel Singapore,,M HOTEL SINGAPORE,-55
805,nai4604,Wallcovering,2011,Jun,2011,JUN,Material,297,Hospitality,M Hotel Singapore,,M HOTEL SINGAPORE,53
805,nai4604,Wallcovering,2011,Jun,2011,JUN,Material,623.7,Hospitality,M Hotel Singapore,,M HOTEL SINGAPORE,-50
805,nai4604,Wallcovering,2011,Jun,2011,JUN,Material,1188,Hospitality,M Hotel Singapore,,M HOTEL SINGAPORE,-29
805,nai4604,Wallcovering,2011,Jun,2011,JUN,Material,1336.5,Hospitality,M Hotel Singapore,,M HOTEL SINGAPORE,94
805,nai4604,Wallcovering,2011,Jun,2011,JUN,Material,3118.5,Hospitality,M Hotel Singapore,,M HOTEL SINGAPORE,-15
805,nai4604,Wallcovering,2011,Jun,2011,JUN,Material,5791.5,Hospitality,M Hotel Singapore,,M HOTEL SINGAPORE,19
815,nai4604,Wallcovering,2011,Nov,2011,NOV,Material,1069.8,Residential,,HILLTOPS,HILLTOPS,28
939,nai4604,Wallcovering,2011,Oct,2011,OCT,Material,690,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-52
704,nai4604,Wallcovering,2011,Sep,2011,SEP,Material,319.2,Residential,,THE CASCADIA,THE CASCADIA,-58
732,nai4604,Wallcovering,2012,Dec,2012,DEC,Material,134,Residential,,THE OCEANFRONT @ SENTOSA COVE,THE OCEANFRONT @ SENTOSA COVE,48
732,nai4604,Wallcovering,2012,Dec,2012,DEC,Material,385,Residential,,SAVANNAH CONDOPARK,SAVANNAH CONDOPARK,20
732,nai4604,Wallcovering,2012,Feb,2012,FEB,Material,510,Residential,,COSTA DEL SOL,COSTA DEL SOL,67
726,nai4604,Wallcovering,2012,Jan,2012,JAN,Material,1004,Residential,,HORIZON TOWER,HORIZON TOWER,-51
815,nai4604,Wallcovering,2012,Nov,2012,NOV,Material,802.35,Residential,,HILLTOPS,HILLTOPS,64
913,nai4604,Wallcovering,2012,Oct,2012,OCT,Material,210,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-40
732,nai4604,Wallcovering,2013,May,2013,MAY,Material,9.9,Residential,,PARC IMPERIAL,PARC IMPERIAL,-3
758,nai4604,Wallcovering,2015,Dec,2015,DEC,Material,2016,Residential,,FLORIDIAN,FLORIDIAN,34
939,nai5601,Wallcovering,2011,Dec,2011,DEC,Material,210,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-83
853,nai5601,Wallcovering,2011,Jul,2011,JUL,Material,510,Residential,,PARK NATURA,PARK NATURA,73
713,nai5601,Wallcovering,2011,Jun,2011,JUN,Material,690,Residential,,TRELLIS TOWERS,TRELLIS TOWERS,57
940,nai5601,Wallcovering,2011,Mar,2011,MAR,Material,288,Residential,,THE CAPE,THE CAPE,27
704,nai5601,Wallcovering,2011,Nov,2011,NOV,Material,420,Residential,,ARDMORE PARK,ARDMORE PARK,-88
939,nai5601,Wallcovering,2011,Oct,2011,OCT,Material,325.5,Residential,,GRANGE RESIDENCES,GRANGE RESIDENCES,12
825,nai5601,Wallcovering,2012,Dec,2012,DEC,Material,528,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-53
892,nai5601,Wallcovering,2012,Feb,2012,FEB,Material,2200,Residential,,MARTIN PLACE RESIDENCES,MARTIN PLACE RESIDENCES,-69
892,nai5601,Wallcovering,2012,Jan,2012,JAN,Material,1006,Residential,,FOUR SEASONS PARK,FOUR SEASONS PARK,18
707,nai5601,Wallcovering,2012,Jul,2012,JUL,Material,2040,Residential,,MUTIARA CREST,MUTIARA CREST,67
768,nai5601,Wallcovering,2012,Nov,2012,NOV,Material,426,Residential,,PARC SEABREEZE,PARC SEABREEZE,54
732,nai5601,Wallcovering,2012,Sep,2012,SEP,Material,1158,Residential,,CASA MERAH,CASA MERAH,-98
815,nai5601,Wallcovering,2013,Aug,2013,AUG,Material,268.8,Hospitality,InterContinental Singapore,,INTERCONTINENTAL SINGAPORE,-78
732,nai5601,Wallcovering,2013,Feb,2013,FEB,Material,9.9,Residential,,ROCHELLE AT NEWTON,ROCHELLE AT NEWTON,-28
732,nai5601,Wallcovering,2013,Feb,2013,FEB,Material,386,Residential,,THE LINEAR,THE LINEAR,-1
713,nai5601,Wallcovering,2013,Nov,2013,NOV,Material,1040,Residential,,THE QUARTZ,THE QUARTZ,-43
761,nai5601,Wallcovering,2014,Dec,2014,DEC,Material,1190,Residential,,PARVIS,PARVIS,47
803,nai5601,Wallcovering,2014,Jul,2014,JUL,Material,840,Residential,,THE MINTON,THE MINTON,-58
976,nai5601,Wallcovering,2014,Jul,2014,JUL,Material,938,Residential,,THE SHORE RESIDENCES,THE SHORE RESIDENCES,-55
976,nai5601,Wallcovering,2014,Sep,2014,SEP,Material,134,Residential,,THE SHORE RESIDENCES,THE SHORE RESIDENCES,44
938,nai5602,Wallcovering,2011,Feb,2011,FEB,Material,225,Residential,,RIVERGATE,RIVERGATE,-42
938,nai5602,Wallcovering,2011,Feb,2011,FEB,Material,900,Residential,,BISHAN LOFT,BISHAN LOFT,39
940,nai5602,Wallcovering,2011,Jun,2011,JUN,Material,138.6,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-14
939,nai5602,Wallcovering,2011,Jun,2011,JUN,Material,542.5,Residential,,THE PROMONT,THE PROMONT,-51
726,nai5602,Wallcovering,2011,Jun,2011,JUN,Material,1771,Residential,,ONE LEICESTER,ONE LEICESTER,77
913,nai5602,Wallcovering,2011,Mar,2011,MAR,Material,168,Residential,,THE REGENCY AT TIONG BAHRU,THE REGENCY AT TIONG BAHRU,-28
913,nai5602,Wallcovering,2011,Mar,2011,MAR,Material,252,Residential,,THE REGENCY AT TIONG BAHRU,THE REGENCY AT TIONG BAHRU,-53
913,nai5602,Wallcovering,2011,Mar,2011,MAR,Material,588,Residential,,THE REGENCY AT TIONG BAHRU,THE REGENCY AT TIONG BAHRU,83
992,nai5602,Wallcovering,2011,May,2011,MAY,Material,692,Residential,,DOMUS,DOMUS,16
815,nai5602,Wallcovering,2011,Nov,2011,NOV,Material,252,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,91
803,nai5602,Wallcovering,2011,Nov,2011,NOV,Material,387,Residential,,AMBER POINT,AMBER POINT,-91
815,nai5602,Wallcovering,2011,Nov,2011,NOV,Material,588,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-40
939,nai5602,Wallcovering,2011,Oct,2011,OCT,Material,232.5,Residential,,CLOVER BY THE PARK,CLOVER BY THE PARK,-20
705,nai5602,Wallcovering,2011,Sep,2011,SEP,Material,124,Residential,,CITY PLAZA,CITY PLAZA,-91
705,nai5602,Wallcovering,2011,Sep,2011,SEP,Material,186,Residential,,CITY PLAZA,CITY PLAZA,-94
939,nai5602,Wallcovering,2011,Sep,2011,SEP,Material,294.5,Residential,,SEMBAWANG HILLS ESTATE,SEMBAWANG HILLS ESTATE,-84
913,nai5602,Wallcovering,2012,Nov,2012,NOV,Material,210,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,27
815,nai5602,Wallcovering,2012,Nov,2012,NOV,Material,2040,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,55
815,nai5602,Wallcovering,2012,Nov,2012,NOV,Material,4080,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-72
955,nai5602,Wallcovering,2012,Sep,2012,SEP,Material,242.5,Residential,,CASABELLA,CASABELLA,74
955,nai5602,Wallcovering,2012,Sep,2012,SEP,Material,271.6,Residential,,CASABELLA,CASABELLA,-35
955,nai5602,Wallcovering,2012,Sep,2012,SEP,Material,339.5,Residential,,CASABELLA,CASABELLA,70
955,nai5602,Wallcovering,2012,Sep,2012,SEP,Material,679,Residential,,CASABELLA,CASABELLA,-73
815,nai5602,Wallcovering,2013,Aug,2013,AUG,Material,268.8,Hospitality,InterContinental Singapore,,INTERCONTINENTAL SINGAPORE,90
853,nai5602,Wallcovering,2013,Aug,2013,AUG,Material,288,Residential,,THE ORCHARD RESIDENCES,THE ORCHARD RESIDENCES,-78
732,nai5602,Wallcovering,2013,Feb,2013,FEB,Material,9.9,Residential,,ROCHELLE AT NEWTON,ROCHELLE AT NEWTON,20
815,nai5602,Wallcovering,2013,Jun,2013,JUN,Material,910,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-70
815,nai5602,Wallcovering,2013,Jun,2013,JUN,Material,910,Residential,,THE SAIL @ MARINA BAY,THE SAIL @ MARINA BAY,-23
815,nai5602,Wallcovering,2013,Mar,2013,MAR,Material,151.2,Residential,,MADISON RESIDENCES,MADISON RESIDENCES,39
815,nai5602,Wallcovering,2013,Mar,2013,MAR,Material,441,Residential,,MADISON RESIDENCES,MADISON RESIDENCES,-4
976,nai5602,Wallcovering,2014,Jan,2014,JAN,Material,1007,Residential,,SAGE,SAGE,93
976,nai5602,Wallcovering,2014,Jun,2014,JUN,Material,135,Residential,,AUSTVILLE RESIDENCES,AUSTVILLE RESIDENCES,-37
938,nai5602,Wallcovering,2014,Jun,2014,JUN,Material,780,Residential,,THE MINTON,THE MINTON,-99
976,nai5602,Wallcovering,2014,Jun,2014,JUN,Material,810,Residential,,AUSTVILLE RESIDENCES,AUSTVILLE RESIDENCES,37
732,nai5602,Wallcovering,2015,Dec,2015,DEC,Material,510,Residential,,RIPPLE BAY,RIPPLE BAY,31
726,nai5603,Wallcovering,2011,Dec,2011,DEC,Material,2040,Residential,,WATERMARK ROBERTSON QUAY,WATERMARK ROBERTSON QUAY,-89
713,nai5603,Wallcovering,2011,Nov,2011,NOV,Material,2400,Residential,,AALTO,AALTO,10
738,nai5603,Wallcovering,2012,Jul,2012,JUL,Material,693,Residential,,OLA RESIDENCES,OLA RESIDENCES,5
707,nai5603,Wallcovering,2012,Mar,2012,MAR,Material,387,Residential,,THE CENTRIO,THE CENTRIO,1
938,nai5603,Wallcovering,2012,May,2012,MAY,Material,210,Residential,,THE TROPICA,THE TROPICA,-39
732,nai5603,Wallcovering,2013,Feb,2013,FEB,Material,9.9,Residential,,ROCHELLE AT NEWTON,ROCHELLE AT NEWTON,-97
732,nai5603,Wallcovering,2014,Aug,2014,AUG,Material,135,Residential,,CENTENNIA SUITES,CENTENNIA SUITES,66
825,nai5603,Wallcovering,2014,Dec,2014,DEC,Material,268.8,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-48
737,nai5603,Wallcovering,2014,Jan,2014,JAN,Material,970,Residential,,THE INTERLACE,THE INTERLACE,20
732,nai5603,Wallcovering,2014,Jun,2014,JUN,Material,189,Residential,,CENTENNIA SUITES,CENTENNIA SUITES,-45
732,nai5603,Wallcovering,2014,Jun,2014,JUN,Material,1620,Residential,,CENTENNIA SUITES,CENTENNIA SUITES,-52
825,nai5603,Wallcovering,2015,Dec,2015,DEC,Material,510,Residential,,SCOTTS SQUARE,SCOTTS SQUARE,59
732,nai5603,Wallcovering,2016,Aug,2016,AUG,Material,289,Residential,,FOUR SEASONS PARK,FOUR SEASONS PARK,80
938,nai5603,Wallcovering,2016,Sep,2016,SEP,Material,1008,Residential,,THE SOVEREIGN,THE SOVEREIGN,-88
722,nai5604,Wallcovering,2011,Jul,2011,JUL,Material,693,Residential,,THE CASCADIA,THE CASCADIA,-52
732,nai5604,Wallcovering,2012,Dec,2012,DEC,Material,510,Residential,,STRATTON GREEN,STRATTON GREEN,-62
776,nai5604,Wallcovering,2012,Oct,2012,OCT,Material,388,Residential,,TRELLIS TOWERS,TRELLIS TOWERS,84
815,nai5604,Wallcovering,2013,Aug,2013,AUG,Material,1015,Residential,,CAIRNHILL CREST,CAIRNHILL CREST,41
815,nai5604,Wallcovering,2013,Aug,2013,AUG,Material,2320,Residential,,CAIRNHILL CREST,CAIRNHILL CREST,50
815,nai5604,Wallcovering,2013,Aug,2013,AUG,Material,3190,Residential,,CAIRNHILL CREST,CAIRNHILL CREST,-13
762,nai5604,Wallcovering,2013,Dec,2013,DEC,Material,272,Hospitality,"Four Points by Sheraton Singapore, Riverview",,"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",-12
732,nai5604,Wallcovering,2013,Dec,2013,DEC,Material,289,Residential,,NEWTON EDGE,NEWTON EDGE,-79
732,nai5604,Wallcovering,2013,Feb,2013,FEB,Material,9.9,Residential,,SKY@ELEVEN,SKY@ELEVEN,-20
815,nai5604,Wallcovering,2013,Jul,2013,JUL,Material,135,Residential,,HILLTOPS,HILLTOPS,-42
732,nai5604,Wallcovering,2016,Jun,2016,JUN,Material,210,Residential,,THOMSON GRAND,THOMSON GRAND,12
938,nai5604,Wallcovering,2016,Mar,2016,MAR,Material,2048,Residential,,THE BALE,THE BALE,-5
938,nai5605,Wallcovering,2011,Oct,2011,OCT,Material,273,Hospitality,Marina Bay Sands Singapore,,MARINA BAY SANDS SINGAPORE,72
976,nai5605,Wallcovering,2012,Aug,2012,AUG,Material,1330,Residential,,THE TROPICA,THE TROPICA,14
815,nai5605,Wallcovering,2012,Jan,2012,JAN,Material,388.8,Residential,,CITY SQUARE RESIDENCES,CITY SQUARE RESIDENCES,-56
815,nai5605,Wallcovering,2012,Jan,2012,JAN,Material,1458,Residential,,CITY SQUARE RESIDENCES,CITY SQUARE RESIDENCES,-36
776,nai5605,Wallcovering,2012,Jun,2012,JUN,Material,1015,Residential,,THE AZURE,THE AZURE,-5
