project_name,developer,street_name,existing,latitude,longitude
FAMILIE MANSIONS,,,N,1.309969,103.877541
KOVAN GRANDEUR,,,N,1.352083,103.819836
EASTSIDE LOFT,,,N,1.352083,103.819836
WING ON LIFE GARDEN,,,N,1.352083,103.819836
SUNSHINE GROVE,,,N,1.345776,103.872682
CALARASI,,,N,1.352083,103.819836
THE MORNINGTON,,,N,1.407427,103.871303
REGIS MANSIONS,,,N,1.352083,103.819836
CELESTIA,,,N,1.352083,103.819836
SMART SUITES,,,N,1.352083,103.819836
DUO RESIDENCES,Ophir-Rochor Commercial Pte Ltd/Ophir-Rochor Hotel Pte Ltd/Ophir-Rochor Residential Pte Ltd,Fraser Street,N,1.352083,103.819836
RIDGE COURT,,,N,1.277595,103.790194
HUME PARK II,,,N,1.299752,103.857142
NOVELIS,,,N,1.352083,103.819836
TEN @ SUFFOLK,,,N,1.314432,103.844255
COSTA ESTE,,,N,1.352083,103.819836
KATONG VILLE,,,N,1.352083,103.819836
MARTINA MANSIONS,,,N,1.352083,103.819836
CANARY VILLE,,,N,1.352083,103.819836
AVA TOWERS,,,N,1.322207,103.851952
1 KING ALBERT PARK,,,N,1.336723,103.779833
DE LENTE,,,N,1.352083,103.819836
ROSEWOOD,,,N,1.352083,103.819836
ONE TREE HILL MANSIONS,,,N,1.352083,103.819836
THE PETALS,,,N,1.353086,103.760028
THE AMBRA,,,N,1.352083,103.819836
TROPICAL SPRING,,,N,1.352083,103.819836
HILLVIEW RESIDENCE,,,N,1.352083,103.819836
SUITES DE LAUREL,,,N,1.352083,103.819836
18 WOODSVILLE,,,N,1.329181,103.867781
KILAT CENTRE,,,N,1.341271,103.772629
THE AMARELLE,,,N,1.352083,103.819836
VILLA DELLE ROSE,,,N,1.352083,103.819836
LUMA,,,N,1.352083,103.819836
TWENTYONE ANGULLIA PARK,,,N,1.304143,103.829806
PRIMEDGE,,,N,1.352083,103.819836
THE PROMENADE@PELIKAT,Oxley Vibes Pte Ltd,Jalan Pelikat,N,1.354525,103.886888
CASA AERATA,,,N,1.352083,103.819836
SUITES @ GUILLEMARD,,,N,1.352083,103.819836
FORTUNE PARK,,,N,1.352083,103.819836
EVERITT EDGE,Wenul Development Pte Ltd,Joo Chiat Place,N,1.316029,103.901506
RESIDENCES @ JANSEN,,,N,1.352083,103.819836
THE PEARL @ MOUNT FABER,,,N,1.352083,103.819836
ONE EIGHTIES RESIDENCES,Santa Land Pte Ltd,Joo Chiat Terrace,N,1.314847,103.90529
SUNFLOWER RESIDENCE,,,N,1.352083,103.819836
MULBERRY TREE,,,N,1.352083,103.819836
FOREST HILLS CONDOMINIUM,,,N,1.404141,103.818342
CENTRA HEIGHTS,,,N,1.352083,103.819836
ONE DUCHESS,Rejency Holdings Pte Ltd,Duchess Road,N,1.324968,103.808398
SUNSHINE LODGE,,,N,1.344833,103.871092
PALM GROVE CONDOMINIUM,,,N,1.352083,103.819836
RITZ @ FARRER,ONE42 Pte Ltd,Race Course Road,N,1.352083,103.819836
MODA,,,N,1.352083,103.819836
MACKENZIE 88,,,N,1.306347,103.847522
MELROSE PARK,,,N,1.348574,103.865808
THE SPINNAKER,,,N,1.352083,103.819836
GOLDEN HEIGHTS,,,N,1.349566,103.865957
NATHAN SUITES,,,N,1.352083,103.819836
GUILLEMARD SUITES,MK25 Pte Ltd,Guillemard Road,N,1.352083,103.819836
GRANGE HEIGHTS,,,N,1.299653,103.830565
SILVERSCAPE,,,N,1.352083,103.819836
TOH TUCK LODGE,,,N,1.352083,103.819836
JUPITER 18,,,N,1.358247,103.826277
D'SUNRISE,,,N,1.388457,103.855432
WATERFORD RESIDENCE,,,N,1.352083,103.819836
NOVENA COURT,,,N,1.321211,103.843139
KENTISH LODGE,,,N,1.316088,103.853223
LA CRYSTAL,,,N,1.352083,103.819836
CAVAN SUITES,,,N,1.352083,103.819836
KOVAN APARTMENTS,,,N,1.357402,103.879496
THE LIGHT @ CAIRNHILL,,,N,1.352083,103.819836
GEM RESIDENCES,GEM Homes Pte Ltd,Lorong 5 Toa Payoh,N,1.352083,103.819836
YONG SIAK VIEW,,,N,1.282673,103.830261
FLAME TREE PARK,,,N,1.360827,103.828643
AVALON,,,N,1.352083,103.819836
SYCAMORE TREE,Astoria Development Pte Ltd,Fowlie Road,N,1.352083,103.819836
BUTTERWORTH 33,,,N,1.312632,103.895665
UNITED MANSION,,,N,1.311344,103.920921
VILLE ROYALE,,,N,1.352083,103.819836
CROWN CENTRE,,,N,1.323068,103.811977
SUITES @ KOVAN,,,N,1.352083,103.819836
SPRING @ KATONG,,,N,1.352083,103.819836
SUITES@ KATONG,,,N,1.307786,103.895483
NOVENA HILL,,,N,1.321211,103.843139
NEPTUNE COURT,,,N,1.306369,103.922089
MORO MANSIONS,,,N,1.315248,103.889507
JANSEN SPRING,,,N,1.352083,103.819836
GRAND CHATEAU,,,N,1.343628,103.769433
JAYA TOWERS,,,N,1.352083,103.819836
ST THOMAS VILLE,,,N,1.352083,103.819836
LIV ON WILKIE,RH Rochor Pte Ltd,Wilkie Terrace,N,1.352083,103.819836
PEARL BANK APARTMENT,,,N,1.283072,103.839532
ROSEVALE,,,N,1.352083,103.819836
ISUITES @ PALM,,,N,1.352083,103.819836
HONG HENG MANSIONS,,,N,1.402963,103.81833
THE CORNWALL,,,N,1.28178,103.799956
TIVOLI GRANDE,,,N,1.352083,103.819836
AMANINDA,,,N,1.352083,103.819836
LE M RESIDENCE,,,N,1.352083,103.819836
FRAGRANT GARDENS,,,N,1.316709,103.815987
MANDALAY MANSION,,,N,1.352083,103.819836
KISMIS COURT,,,N,1.336965,103.76838
THE TREELINE,,,N,1.352083,103.819836
RIVERBAY,,,N,1.352083,103.819836
OXFORD SUITES,,,N,1.352083,103.819836
HAIG ELEVEN,,,N,1.308298,103.899668
SIMS EDGE,Macly Equity Pte Ltd,Geylang East Avenue 2,N,1.352083,103.819836
GOLDHILL TOWERS,,,N,1.352083,103.819836
THE VESTA,,,N,1.283056,103.791111
TURQUOISE,,,N,1.243013,103.837114
LA FLEUR,,,N,1.352083,103.819836
MOUNTBATTEN LODGE,,,N,1.352083,103.819836
LEICESTER SUITES,,,N,1.352083,103.819836
THE ARRIS,,,N,1.352083,103.819836
833 M B RESIDENCES,,,N,1.317829,103.832478
ROSE MAISON,,,N,1.352083,103.819836
FERNHILL COURT,,,N,1.313854,103.824031
KALLANG RIVERSIDE,The Singapore-Johore Express Pte Ltd,Kampong Bugis,N,1.306566,103.869913
NOVENA SUITES,,,N,1.315953,103.841871
SUNNYVALE RESIDENCES,RH East Coast Pte Ltd,Lorong K Telok Kurau,N,1.352083,103.819836
ECHELON,Freshview Developments Pte Ltd,Alexandra View,N,1.352083,103.819836
THE RITZ0CARLTON RESIDENCES SINGAPORE CAIRNHILL,,,N,1.307937,103.836225
DUNMAN REGENCY,GHC Land Pte Ltd,Dunman Road,N,1.309432,103.893144
CAVENAGH GARDENS,,,N,1.308289,103.842376
VENEZIO,,,N,1.352083,103.819836
NATURE MANSIONS,,,N,1.32501,103.85217
HOUGANG GREEN,,,N,1.379037,103.886252
SANCTUARY @ 813,,,N,1.439727,103.806934
KEMAMAN POINT,,,N,1.325887,103.849951
PACIFIC MANSION,,,N,1.352083,103.819836
HIGH POINT,,,N,1.291044,103.848995
HUA XIN COURT,,,N,1.352083,103.819836
THE ALCOVE,,,N,1.314354,103.883943
MELOSA,,,N,1.352083,103.819836
# 1 LOFT,The One Development 2 Pte Ltd,Lorong 24 Geylang,N,1.346783,103.852544
KENG LEE COURT,,,N,1.313649,103.842625
MACKENZIE REGENCY,,,N,1.352083,103.819836
HIGH OAK CONDOMINIUM,,,N,1.352083,103.819836
LAGUNA 88,,,N,1.309612,103.934805
THE BALMORAL,,,N,1.315275,103.832664
183 LONGHAUS,TEE Ventures Pte Ltd,Upper Thomson Road,N,1.352083,103.819836
PATERSON RESIDENCE,,,N,1.352083,103.819836
STUDIOS@TEMBELING,,,N,1.352083,103.819836
D'BANYAN,,,N,1.352083,103.819836
HILBRE28,Development 72 Pte Ltd,Hillside Drive,N,1.352083,103.819836
THE COTZ,,,N,1.313541,103.910622
BALMORAL CREST,,,N,1.315275,103.832664
DE PARADISO,,,N,1.352083,103.819836
VICTORY HEIGHTS,,,N,1.352083,103.819836
EMERY POINT,,,N,1.352083,103.819836
MURANO,,,N,1.352083,103.819836
GALLERY FIFTEEN,,,N,1.280285,103.856454
MOONSTONE VIEW,,,N,1.327766,103.865947
DAWN VILLE,,,N,1.312424,103.894584
GLOUCESTER MANSIONS,,,N,1.352083,103.819836
THE YARDLEY,,,N,1.352083,103.819836
KENTVIEW PARK,,,N,1.352083,103.819836
8 FARRER SUITES,Richcapital Pte Ltd,Sing Joo Walk,N,1.352083,103.819836
LE NOUVEL ARDMORE,,,N,1.352083,103.819836
LUTHERAN TOWERS,,,N,1.352083,103.819836
HAWAII TOWER,,,N,1.352083,103.819836
LUMIERE,,,N,1.352083,103.819836
LAUREL TREE,Lerida Pte Ltd,Hillview Terrace,N,1.352083,103.819836
THE TROPIC GARDENS,,,N,1.352083,103.819836
CARDIFF RESIDENCE,,,N,1.352083,103.819836
OLINA LODGE,,,N,1.352083,103.819836
OLEANAS RESIDENCE,,,N,1.352083,103.819836
VILLA MARTIA,,,N,1.352083,103.819836
LOFT @ NATHAN,,,N,1.352083,103.819836
CASA PASIR RIS,,,N,1.379223,103.963833
ROBERTSON EDGE,,,N,1.352083,103.819836
NICON GARDENS,,,N,1.352083,103.819836
THE HERMITAGE,,,N,1.31454,103.8368
POLLEN & BLEU,Singland Development (Farrer Drive) Pte Ltd,Farrer Drive,N,1.352083,103.819836
SUNFLOWER COURT,,,N,1.310706,103.87655
THE ESPIRA,,,N,1.31718,103.912771
CASA CONTENDERE,,,N,1.352083,103.819836
SUNSHINE GRANDEUR,,,N,1.352083,103.819836
RIVERIA GARDENS,,,N,1.316327,103.942766
THE ABODE AT DEVONSHIRE,,,N,1.352083,103.819836
26 NEWTON,Novelty Corp Pte Ltd,Newton Road,N,1.315696,103.841686
CLYDESVIEW,,,N,1.29429,103.818125
ST FRANCIS COURT,,,N,1.324817,103.86367
PRISTINE HEIGHTS,,,N,1.352083,103.819836
CENTURY MANSIONS,,,N,1.352083,103.819836
CANNAVILLE,,,N,1.309321,103.905287
THE DAFFODIL,,,N,1.354695,103.828389
BRISTOL LODGE,,,N,1.352083,103.819836
THE CALLISTA,,,N,1.352083,103.819836
RIO CASA,,,N,1.352083,103.819836
EAST VIEW 18,,,N,1.352794,103.759054
THE TIER,,,N,1.352083,103.819836
PATERSON LINC,,,N,1.303259,103.830034
JUBILEE RESIDENCE,,,N,1.352083,103.819836
THE ELEMENT @ STEVENS,,,N,1.352083,103.819836
SHELFORD REGENCY,,,N,1.352083,103.819836
AQUARINE GARDENS,,,N,1.352083,103.819836
RHAPSODY ON MOUNT ELIZABETH,,,N,1.305981,103.835943
CASA RIVIERA,,,N,1.352083,103.819836
ASPEN LOFT,,,N,1.352083,103.819836
THE MONTAGE,,,N,1.352083,103.819836
TRESALVEO,,,N,1.351037,103.840848
CITY EDGE,,,N,1.31951,103.846533
PARC SOPHIA,,,N,1.304574,103.84735
WILKIE APARTMENTS,,,N,1.352083,103.819836
YUEN SING MANSION,,,N,1.352083,103.819836
KELLOCK LODGE,,,N,1.352083,103.819836
MARYMOUNT VIEW,,,N,1.352907,103.840873
SEA AVENUE MANSIONS,,,N,1.305192,103.907063
THE ARC AT DRAYCOTT,,,N,1.352083,103.819836
SELANTING GREEN,,,N,1.342871,103.76882
ISUITES @ TANI,,,N,1.352083,103.819836
JLB RESIDENCES,,,N,1.352083,103.819836
PLATINUM EDGE,,,N,1.352083,103.819836
SILAHIS APARTMENT,,,N,1.352083,103.819836
LEONIE TOWERS,,,N,1.298406,103.833362
BALCON EAST,,,N,1.352083,103.819836
LEVENUE,Macly Pte Ltd,Lengkong Empat,N,1.352083,103.819836
VILLAS LAGUNA,,,N,1.309612,103.934805
PARC BLEU,,,N,1.352083,103.819836
LEONIE SUITES,,,N,1.352083,103.819836
THE SILVER FIR,,,N,1.352083,103.819836
ARTHUR 118,,,N,1.29892,103.887605
CHANTILLY RISE,,,N,1.352083,103.819836
NADIA MANSIONS,,,N,1.352083,103.819836
GRANGE INFINITE,,,N,1.352083,103.819836
FAIRLODGE,,,N,1.311529,103.801655
THE HOLLAND COLLECTION,,,N,1.352083,103.819836
VOGX,,,N,1.352083,103.819836
CENTRA STUDIOS,,,N,1.352083,103.819836
COASTAL BREEZE RESIDENCES,,,N,1.352083,103.819836
CELADON VIEW,,,N,1.352083,103.819836
THE PROMINENCE,,,N,1.352083,103.819836
RANGOON 88,,,N,1.314431,103.854205
EDEN CREST,,,N,1.344895,103.871733
HOLLANDSWOOD COURT,,,N,1.352083,103.819836
FERN LODGE,,,N,1.352083,103.819836
PRIME RESIDENCE,,,N,1.352083,103.819836
ROCCA BALESTIER,,,N,1.352083,103.819836
ST MARTIN RESIDENCE,,,N,1.29409,103.838112
SERAYA 9,,,N,1.373065,103.827768
BEAVERTON COURT,,,N,1.316088,103.776058
DE CENTURION,,,N,1.352083,103.819836
TESSA LODGE,,,N,1.352083,103.819836
11 AMBER ROAD,,,N,1.299146,103.899208
KOVAN LODGE,,,N,1.352083,103.819836
CHEN FANG MANSIONS,,,N,1.31537,103.88777
SERENITY BREEZE,,,N,1.352083,103.819836
THE EBONY,Bravo Building Construction Pte Ltd,Lorong Marican,N,1.31038,103.910367
SIGNATURE RESIDENCE,,,N,1.352083,103.819836
RITZ MANSIONS,,,N,1.32501,103.85217
THE BEAUMONT,,,N,1.352083,103.819836
ATTITUDE AT KIM YAM,,,N,1.352083,103.819836
CHELSEA LODGE,,,N,1.352083,103.819836
CHATELET,,,N,1.352083,103.819836
MONTEREY PARK CONDOMINIUM,,,N,1.352083,103.819836
SOHO @ FARRER,,,N,1.352083,103.819836
NATURALIS,,,N,1.352083,103.819836
CLAREMONT,,,N,1.352083,103.819836
SOHO 188,,,N,1.312082,103.90035
RIVIERA POINT,,,N,1.316327,103.942766
CRAIG PLACE,,,N,1.278053,103.842299
YELEY BUILDING,,,N,1.352083,103.819836
PALMERA RESIDENCE,,,N,1.352083,103.819836
KASTURINA LODGE,,,N,1.352083,103.819836
NOUVELLE PARK,,,N,1.352083,103.819836
ALEGRIA,,,N,1.352083,103.819836
ESTA RUBY,,,N,1.352083,103.819836
STRATUM,Elitist Development Pte Ltd,Elias Road,N,1.352083,103.819836
D' CASITA,,,N,1.352083,103.819836
THE MERLOT,,,N,1.352083,103.819836
BASSEIN COURT,,,N,1.322764,103.848305
VILLA AZURA,,,N,1.352083,103.819836
MERIDIAN 38,JVA Telok Kurau Pte Ltd,Lorong M Telok Kurau,N,1.352083,103.819836
NEWEST,Oxley Viva Pte Ltd,West Coast Drive,N,1.28345,103.842833
THE PARK VALE,,,N,1.330836,103.811421
BEDOK SHOPPING COMPLEX,,,N,1.352083,103.819836
AVON PARK,,,N,1.339255,103.869295
THE SUNSHINE,,,N,1.346311,103.872014
THE WATER EDGE,,,N,1.352083,103.819836
16 @ AMBER,,,N,1.299536,103.898841
SUITES @ EUNOS,,,N,1.352083,103.819836
BIJOU,JU-I Properties Pte Ltd,Jalan Mat Jambol,N,1.4,103.766667
SUTTON PLACE,,,N,1.352083,103.819836
VILLAGE @ PASIR PANJANG,Champsworth Development Pte Ltd,Pasir Panjang Road,N,1.28086,103.784958
EAST BAY GARDENS,,,N,1.28803,103.869162
SKYLINE @ ORCHARD BOULEVARD,Tanglin View Pte Ltd,Angullia Park,N,1.304326,103.82997
LANGSTON VILLE,,,N,1.352083,103.819836
CASSIA VIEW,,,N,1.311007,103.886374
TEMBELING CENTRE,,,N,1.352083,103.819836
URBAN LOFTS,,,N,1.314128,103.854082
RESIDENCES BOTANIQUE,,,N,1.352083,103.819836
CENTRAL IMPERIAL,G28 Development Pte Ltd,Lorong 14 Geylang,N,1.352083,103.819836
BISHAN PARK CONDOMINIUM,,,N,1.352083,103.819836
PALM GREEN,,,N,1.314512,103.930443
WATERSCAPE AT CAVENAGH,,,N,1.352083,103.819836
NAUNG RESIDENCE,Orion-Two Residential Pte Ltd,Jalan Naung,N,1.352083,103.819836
KENSINGTON PARK CONDOMINIUM,,,N,1.352083,103.819836
MANDALAY TOWERS,,,N,1.323697,103.849162
SAPPHIRE COURT,,,N,1.312839,103.911011
PARK VIEW MANSION,,,N,1.352083,103.819836
CARMI MANSIONS,,,N,1.352083,103.819836
CASA SARINA,,,N,1.319715,103.907254
STURDEE VIEW,,,N,1.312968,103.858437
CHANGI GARDEN,,,N,1.318358,103.908854
CASA NOVACREST,,,N,1.352083,103.819836
MAYFAIR RESIDENCES,Giorgio Residences Pte Ltd,East Coast Road,N,1.352083,103.819836
KEMBANGAN SUITES,,,N,1.32044,103.91272
THE GRANDIFLORA,,,N,1.352083,103.819836
PALM VISTA,,,N,1.314512,103.930443
REGAL COURT,,,N,1.352083,103.819836
JERVOIS JADE APARTMENTS,,,N,1.352083,103.819836
BLISS RESIDENCES,,,N,1.352083,103.819836
KIM SIA COURT,,,N,1.352083,103.819836
THE OXLEY,,,N,1.298142,103.841077
RV SUITES,,,N,1.352083,103.819836
GUILIN MANSIONS,,,N,1.315836,103.88962
ELIZABETH TOWER,,,N,1.352083,103.819836
MOONSTONE RESIDENCES,,,N,1.352083,103.819836
THE LATTIZ,,,N,1.352083,103.819836
WHARTON VALE,,,N,1.352083,103.819836
URBAN RESORT CONDOMINIUM,,,N,1.352083,103.819836
PALM LODGE,,,N,1.315315,103.889592
THE HELICONIA,,,N,1.352083,103.819836
REGENCY SUITES,,,N,1.284405,103.829123
PARC STEVENS,,,N,1.316717,103.827208
LE WOOD,,,N,1.352083,103.819836
LA MEYER,,,N,1.352083,103.819836
JANSEN MANSIONS,,,N,1.352083,103.819836
EURO0ASIA PARK,,,N,1.352083,103.819836
ALESSANDREA,,,N,1.352083,103.819836
DEVONSHIRE 12,U-Asia Pte Ltd,Devonshire Road,N,1.298002,103.837923
DAISY LODGE,,,N,1.352083,103.819836
SPOTTISWOODE PARK,,,N,1.27518,103.837186
PARK COURT,,,N,1.315603,103.900081
EASTVILLE APARTMENTS,,,N,1.31263,103.903025
ALPHA APARTMENTS,,,N,1.312116,103.905517
BAGNALL COURT,,,N,1.352083,103.819836
SUITES @ AMBER,,,N,1.352083,103.819836
BENDIGO GARDENS,,,N,1.352083,103.819836
CRESCENDO PARK,,,N,1.352083,103.819836
CRADELS,,,N,1.352083,103.819836
CHAPEL LODGE,,,N,1.352083,103.819836
KIM KEAT HOUSE,,,N,1.325352,103.853864
SUITES @ EASTCOAST,,,N,1.307786,103.895483
STUDIOS @ MARNE,Vyco Pte Ltd,Marne Road,N,1.313072,103.856903
LIMAU PARK,,,N,1.322361,103.949176
OVADA 8,,,N,1.352083,103.819836
ROBIN REGALIA,,,N,1.352083,103.819836
SUITES@BRADDELL,,,N,1.352083,103.819836
TORIEVIEW MANSIONS,,,N,1.314407,103.885903
SUNNY GROVE,,,N,1.352083,103.819836
TEMBELING MANSIONS,,,N,1.308067,103.904371
KHEAM HOCK GARDENS,,,N,1.329001,103.820126
STILL MANSIONS,,,N,1.352083,103.819836
UP@ROBERTSON QUAY,NewVista Realty Pte Ltd/Novel Developments Pte Ltd,Robertson Quay,N,1.290832,103.838023
INTERO,,,N,1.352083,103.819836
HERITAGE EAST,,,N,1.324022,103.845493
PAYA LEBAR RESIDENCES,,,N,1.361154,103.885038
CENTRA LOFT,,,N,1.346783,103.852544
SHELFORD MANSIONS,,,N,1.352083,103.819836
GLASGOW RESIDENCE,,,N,1.352083,103.819836
CARLYX RESIDENCE,,,N,1.313689,103.848251
RESIDENCES @ SOMME,,,N,1.352083,103.819836
SEVEN HOLT ROAD,,,N,1.293979,103.825747
CADENCE LIGHT,,,N,1.352083,103.819836
CAMELLIA LODGE,,,N,1.352083,103.819836
VENTUNO BALMORAL,,,N,1.352083,103.819836
EDEN RESIDENCES CAPITOL,Capitol Hotel Management Pte Ltd/Capitol Residential Development Pte Ltd/Capitol Retail Management Pte Ltd,Stamford Road,N,1.352083,103.819836
SEAVIEW POINT,,,N,1.300277,103.896426
CORONATION SHOPPING PLAZA,,,N,1.352083,103.819836
THE SUNNIFLORA,,,N,1.352083,103.819836
CORONATION ARCADE,,,N,1.321882,103.805303
CLYDESWOOD,,,N,1.352083,103.819836
HARBOUR SUITES,,,N,1.352083,103.819836
ROYALVILLE,,,N,1.352083,103.819836
ISUITES @ MARSHALL,,,N,1.352083,103.819836
MONARCHY APARTMENTS,,,N,1.324834,103.850214
BUONA VISTA GARDENS,,,N,1.303708,103.787715
THE BALMORAL SPRING,,,N,1.352083,103.819836
QUINTERRA,,,N,1.318632,103.780605
FONTANA HEIGHTS,,,N,1.315453,103.776854
CASERO @ DUNMAN,,,N,1.352083,103.819836
GIDEON'S LODGE,,,N,1.352083,103.819836
SPRING GARDENS,,,N,1.281169,103.84362
LE CRESCENDO,,,N,1.330782,103.889315
HIGHLAND CENTRE,,,N,1.355167,103.877019
PARC ASTON,,,N,1.330047,103.86756
ROYAL COURT,,,N,1.283082,103.798991
ONE ST MICHAEL'S,,,N,1.324657,103.865195
SUNFLOWER LODGE,,,N,1.352083,103.819836
SKYPARK,,,N,1.29715,103.835693
BELLA CASITA,,,N,1.352083,103.819836
HAIG 162,,,N,1.306344,103.898709
LE HILL CONDOMINIUM,,,N,1.352083,103.819836
MONTROSA,,,N,1.352083,103.819836
ISLAND VIEW,,,N,1.333031,103.815757
BUTTERWORTH VIEW,,,N,1.312603,103.89584
QUEENSBERRY LODGE,,,N,1.352083,103.819836
STADIA,,,Y,1.306348,103.874589
MINT RESIDENCES @ JANSEN,,,Y,1.352083,103.819836
GARDEN APARTMENT,,,Y,1.311652,103.773708
THE GRANGE,,,Y,1.299653,103.830565
THE MARQ ON PATERSON HILL,,,Y,1.3005,103.828483
CENTREPOINT,,,Y,1.352083,103.819836
THE FLORENTINE,,,Y,1.365698,103.885843
CHESTNUT VILLE,,,Y,1.352083,103.819836
BIRMINGHAM MANSIONS,,,Y,1.352083,103.819836
PARC SEABREEZE,,,Y,1.303845,103.90601
THE MONTANA,,,Y,1.352083,103.819836
SEASCAPE,,,Y,1.239758,103.837974
BUONA LODGE,,,Y,1.282074,103.786791
THE LENOX,,,Y,1.318391,103.91135
TULIP GARDEN,,,Y,1.312194,103.803674
GRAND REGENCY,,,Y,1.352083,103.819836
PARC MACKENZIE,,,Y,1.352083,103.819836
CARLYX GREEN,,,Y,1.352083,103.819836
BLUWATERS,,,Y,1.352083,103.819836
THE VIRIDIAN,Orion-One Residential Pte Ltd,Jalan Ampas,Y,1.352083,103.819836
THE LANAI,,,Y,1.352083,103.819836
ONE BALMORAL,Hong Leong Holdings Ltd,Balmoral Road,Y,1.313333,103.830196
PARC CENTENNIAL,,,Y,1.352083,103.819836
GRANDLINK SQUARE,,,Y,1.314353,103.891918
THE RED HOUSE,WRH Pte Ltd,East Coast Road,Y,1.352083,103.819836
D'GROVE VILLAS,,,Y,1.352083,103.819836
ROXY SQUARE,,,Y,1.304445,103.902775
NASSIM MANSION,,,Y,1.352083,103.819836
D' FRESCO,,,Y,1.352083,103.819836
THE CAPE,,,Y,1.300646,103.901251
CASCADALE,,,Y,1.352083,103.819836
THE 101,,,Y,1.263564,103.822917
BUCKLEY CLASSIQUE,,,Y,1.352083,103.819836
MOUNTBATTEN SUITES,,,Y,1.352083,103.819836
NORMANTON PARK,,,Y,1.288624,103.792549
EWE BOON REGENT,,,Y,1.352083,103.819836
REIGNWOOD HAMILTON SCOTTS,,,Y,1.311419,103.835921
LEONIE GARDENS,,,Y,1.298646,103.831532
THE TRESOR,,,Y,1.352083,103.819836
FIORENZA,,,Y,1.362827,103.886742
IDYLLIC EAST,,,Y,1.352083,103.819836
BELLA VISTA,,,Y,1.352083,103.819836
THE GLACIER,,,Y,1.352083,103.819836
ZEDGE,,,Y,1.322545,103.848121
ORCHARD TOWERS,,,Y,1.333166,103.844002
EUNOS PARK,,,Y,1.324087,103.905623
SCENIC HEIGHTS,,,Y,1.352083,103.819836
THE SCOTTS TOWER,Far East Success Development Pte Ltd/Whitewater Properties Pte Ltd,Scotts Road,N,1.352083,103.819836
BEAUTY WORLD PLAZA,,,N,1.352083,103.819836
BLUWATERS 2,,,N,1.352083,103.819836
BLISS@KOVAN,BBR Kovan Pte Ltd,Simon Lane,N,1.352083,103.819836
HAIG RESIDENCES,,,N,1.352083,103.819836
DENG FU VILLE,,,N,1.352083,103.819836
SAM KIANG MANSIONS,,,N,1.352083,103.819836
DEVONSHIRE RESIDENCES,Orchard Suites Residence Pte Ltd,Devonshire Road,N,1.298021,103.837543
CRYSTAL DEW,,,N,1.352083,103.819836
THE CARPMAELINA,,,N,1.352083,103.819836
LOFT @ RANGOON,,,N,1.314989,103.853716
BALESTIER PLAZA,,,N,1.323004,103.852305
TYRWHITT 139,,,N,1.311565,103.860107
MIN YUAN,,,N,1.299024,103.851419
KINGS APARTMENTS,,,N,1.312178,103.907732
THE CENTREN,Pinnacle Development (L27) Pte Ltd,Lorong 27 Geylang,N,1.437842,103.771102
PUBLIC MANSION,,,N,1.352083,103.819836
DORMER PARK,,,N,1.352083,103.819836
ASTON MANSIONS,,,N,1.352083,103.819836
JOO CHIAT MANSIONS,,,N,1.314087,103.904407
CHARMING GARDEN,,,N,1.352083,103.819836
SHELFORD VIEW,,,N,1.327497,103.811276
THE VIEW @ MEYER,,,N,1.297175,103.891498
SUN PLAZA,,,N,1.448198,103.81958
TRENDALE TOWER,,,N,1.352083,103.819836
RIO GARDENS,,,N,1.352083,103.819836
THE VERV @ RV,,,N,1.352083,103.819836
CASHEW PARK CONDOMINIUM,,,N,1.371629,103.767603
RACE COURSE 138,,,N,1.310082,103.852201
BUCKLEY 18,,,N,1.318175,103.840777
THE SUNNY LEGEND,,,N,1.352083,103.819836
EURO0ASIA COURT,,,N,1.29447,103.837637
CITY STUDIOS,,,N,1.352083,103.819836
SPACE @ KOVAN,RP North Pte Ltd/RP Properties Pte Ltd/Roxy-Pacific Developments Pte Ltd,Yio Chu Kang Road,N,1.352083,103.819836
TOWNHOUSE APARTMENTS,,,N,1.352083,103.819836
COUNTRY ESQUIRE,,,N,1.37415,103.940812
CHANCERY PARK,,,N,1.319894,103.837951
TEMBELING GROVE,,,N,1.307894,103.904467
PROSPERO VILLE,,,N,1.352083,103.819836
SERAYA BREEZE,,,N,1.352083,103.819836
THE AXIS,,,N,1.352083,103.819836
PARC HAVEN,,,N,1.277721,103.850878
KELLETT COURT,,,N,1.327355,103.812381
COASTAL VIEW RESIDENCES,,,N,1.379282,103.960998
KOVAN ESQUIRE,,,N,1.352083,103.819836
THE HACIENDA,,,N,1.313522,103.927103
WING FONG MANSIONS,,,N,1.311324,103.879321
VANADIUM,,,N,1.352083,103.819836
PRIMO RESIDENCES,,,N,1.352083,103.819836
CASCATA,,,N,1.352083,103.819836
RIVER VALLEY APARTMENTS,,,N,1.295254,103.829179
THE MIDAS,,,N,1.352083,103.819836
NIVEN LOFT,,,N,1.352083,103.819836
GOODVIEW APARTMENTS,,,N,1.311849,103.87686
TROPICANA CONDOMINIUM,,,N,1.340415,103.961279
GRAND RESIDENCE,,,N,1.352083,103.819836
CHANCERY ESQUIRE,,,N,1.352083,103.819836
TELOK BLANGAH HOUSE,,,N,1.352083,103.819836
SHIRO,,,N,1.352083,103.819836
GILSTEAD 38,,,N,1.318161,103.839139
IDYLLIC SUITES,,,N,1.352083,103.819836
LE REGAL,,,N,1.352083,103.819836
CAMELODGE,,,N,1.352083,103.819836
ORION,,,N,1.308741,103.827705
CALIN MANSIONS,,,N,1.352083,103.819836
